MohoSwitch1
1 rest
3 rest
2 etc
5 AI
9 etc
12 rest
20 rest
19 etc
20 E
21 AI
23 etc
24 WQ
25 AI
27 etc
28 AI
29 FV
30 etc
31 AI
32 etc
35 U
37 etc
39 AI
40 etc
47 AI
48 etc
52 E
54 etc
56 MBP
57 U
59 L
60 E
62 etc
63 FV
65 etc
66 AI
68 MBP
69 etc
73 O
78 etc
86 rest
103 rest
102 etc
105 AI
107 etc
110 E
112 FV
114 etc
116 E
119 etc
121 E
123 AI
125 etc
127 E
129 etc
136 AI
138 etc
142 L
145 AI
147 etc
149 AI
152 etc
154 rest
159 rest
158 etc
160 E
162 etc
164 AI
165 etc
166 
177 AI
179 etc
183 AI
184 etc
186 AI
187 MBP
189 etc
191 AI
192 etc
199 E
200 etc
205 AI
207 etc
209 E
212 etc
214 rest
232 rest
231 etc
234 O
237 etc
242 AI
245 etc
249 AI
252 MBP
254 AI
257 etc
259 AI
261 etc
263 AI
266 FV
268 etc
272 AI
275 etc
279 rest
285 rest
284 etc
286 E
288 etc
289 AI
290 etc
291 AI
293 etc
295 AI
297 etc
299 E
301 etc
305 E
307 etc
309 E
311 etc
314 L
316 AI
319 etc
322 AI
324 etc
327 rest
344 rest
343 etc
345 E
347 FV
350 E
353 L
355 etc
358 AI
359 etc
361 AI
363 etc
366 AI
368 MBP
370 etc
372 AI
374 etc
380 AI
382 etc
390 U
394 L
397 rest
415 rest
414 WQ
416 E
417 etc
419 AI
420 etc
423 AI
425 MBP
426 etc
432 AI
435 etc
445 rest
452 rest
451 etc
454 O
457 etc
462 AI
466 etc
477 AI
480 etc
485 U
487 etc
490 E
492 etc
496 AI
498 MBP
501 AI
503 etc
508 AI
510 etc
516 AI
518 FV
521 etc
523 U
526 etc
531 rest
537 rest
536 
547 etc
550 AI
552 etc
558 AI
561 FV
563 E
566 FV
568 etc
570 AI
571 MBP
575 U
577 L
579 E
581 etc
583 rest
588 rest
