MohoSwitch1
-1 rest
4 rest
3 etc
5 AI
6 L
8 O
9 rest
11 rest
10 etc
13 AI
16 etc
19 rest
28 rest
27 etc
29 AI
31 etc
33 E
35 rest
37 rest
36 WQ
37 E
39 etc
42 AI
43 etc
45 AI
46 rest
48 rest
47 etc
50 O
53 etc
56 AI
58 MBP
60 O
61 etc
63 MBP
65 U
67 L
68 E
70 rest
87 rest
86 MBP
88 U
91 L
93 E
95 rest
97 rest
96 MBP
98 E
101 etc
105 AI
107 etc
110 WQ
112 AI
115 etc
119 AI
122 MBP
124 WQ
126 AI
129 etc
131 rest
133 rest
132 FV
134 O
136 etc
138 rest
140 rest
139 etc
141 O
143 rest
145 rest
144 etc
146 E
148 etc
151 AI
153 etc
158 AI
160 etc
165 FV
167 O
170 etc
172 FV
174 AI
177 etc
179 AI
181 etc
186 rest
188 rest
187 etc
189 AI
191 etc
193 rest
195 rest
194 AI
196 etc
198 rest
200 rest
199 etc
201 O
203 etc
205 rest
207 rest
206 MBP
208 AI
211 etc
213 E
216 FV
218 etc
220 AI
223 etc
225 rest
243 rest
242 L
244 E
246 etc
252 E
253 etc
255 AI
257 rest
259 rest
258 L
260 U
261 etc
263 AI
265 MBP
267 O
268 etc
270 rest
272 rest
271 AI
273 etc
275 rest
293 rest
292 WQ
294 E
296 rest
298 rest
297 etc
299 E
300 etc
302 rest
304 rest
303 etc
305 U
307 rest
309 rest
308 AI
310 FV
312 WQ
314 etc
316 rest
318 rest
317 etc
319 AI
321 etc
323 rest
325 rest
324 MBP
326 AI
327 etc
329 E
330 FV
332 etc
333 AI
335 etc
336 rest
338 rest
337 FV
338 etc
340 AI
341 MBP
342 O
344 E
345 etc
348 AI
350 etc
353 AI
358 etc
360 E
363 rest
369 rest
368 MBP
369 AI
371 etc
372 O
374 etc
375 AI
377 etc
384 AI
386 etc
387 MBP
389 O
392 E
395 etc
397 AI
399 L
401 etc
405 AI
407 etc
409 rest
415 rest
414 AI
415 etc
418 MBP
420 E
421 etc
423 rest
425 rest
424 etc
426 E
429 MBP
431 FV
435 AI
438 etc
442 rest
449 rest
448 L
451 O
453 etc
456 L
458 E
461 AI
463 etc
468 AI
470 etc
473 AI
475 MBP
477 WQ
479 etc
484 AI
486 etc
490 rest
